system_id,g_protein_family,n_replicas,baseline_n_ready,baseline_n_hold,baseline_n_review,baseline_status,baseline_replica_statuses,baseline_notes,readiness_status,three_good_ready,readiness_action,evidence_group,evidence_source,evidence_note,qc_category,timestamp_reset_interpretation,included_in_release
G12_7SF7,G12-13,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7QVM,Gi,3,0,3,0,HOLD,rep1=HOLD | rep2=HOLD | rep3=HOLD,HOLD_PBC,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7SQO,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7T10,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7T96,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7TS0,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7TUZ,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7VDL,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7VGZ,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7VH0,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7VIF,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7VKT,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7VL9,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7W0N,Gi,3,0,3,0,HOLD,rep1=HOLD | rep2=HOLD | rep3=HOLD,HOLD_PBC,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7W6P,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7WQ3,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7WU9,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7WV9,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7WVU,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7WVX,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7X5H,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7X9A,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7X9C,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7X9Y,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XA3,Gi,3,0,3,0,HOLD,rep1=HOLD | rep2=HOLD | rep3=HOLD,HOLD_PBC,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/interface_centered_rescue_20260713/Gi_7XA3/audit/candidate_replica_audit.csv,reps1-2 interface-centered GOOD; rep3 corrected-audit GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XBX,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XK2,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XK8,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XMS,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XTA,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7XXI,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7Y12,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7Y89,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7YK6,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7YK7,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7YKD,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7YON,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_7YU8,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8DZQ,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8EFO,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8F7S,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8HK2,Gi,3,0,0,0,EXCLUDED_METADATA,rep1=EXCLUDED | rep2=EXCLUDED | rep3=EXCLUDED,inventory length contradicted by measured trajectory length,READY,True,PROMOTED_THREE_GOOD,excluded_metadata_exhaustive,trajectory_readiness/strict_full_length_replica_audit.csv;trajectory_readiness/component_audit_summary_nc.csv;trajectory_readiness/time_axis_audit.csv;trajectory_readiness/rmsd_summary.csv,stale 2-ns inventory entry; continuous bound drift; 3/3 measured 499.9-ns spans; component max step 6.28 A; interface max 5.69 A; RMSD max step 0.484 A,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8HK5,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8HQM,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8HS3,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8IC0,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8ID9,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8IHJ,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8IRU,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8IU2,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8IY5,Gi,3,0,3,0,HOLD,rep1=HOLD | rep2=HOLD | rep3=HOLD,HOLD_PBC,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8J18,Gi,3,2,1,0,HOLD,rep1=SHORT_OR_BROKEN | rep2=READY | rep3=READY,raw span 303950.0 ps; aligned span 303950.0 ps; HOLD_INCOMPLETE,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/continuations/Gi_8J18/interface_recovery/exhaustive_audit_corrected/candidate_replica_audit.csv,rep1 continuation merged and interface-centered GOOD; other replicas already GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8J21,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8J6D,Gi,3,0,0,3,REVIEW,rep1=REVIEW | rep2=REVIEW | rep3=REVIEW,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,continuous_bound_drift,trajectory_readiness/strict_full_length_replica_audit.csv;trajectory_readiness/component_audit_summary_nc.csv;trajectory_readiness/time_axis_audit.csv;trajectory_readiness/rmsd_summary.csv,interface retained; 3/3 measured 499.9-ns spans; component max step 9.32 A; interface max 5.79 A; RMSD max step 0.617 A,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8JZZ,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8K3Z,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8K6O,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8KFX,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8PJK,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8UGY,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8WWH,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8X8L,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8XGM,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8XIP,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8XIQ,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8XXU,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8XYD,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8XZI,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8YIC,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8YNA,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_8ZQE,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_9AST,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_9IIX,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gi_9J5V,Gi,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_6OIJ,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7DFL,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
